combination,activity,a1,a2,a3,a4,a5,a6
203.0,Pointing,5.0,154.0,3543.0,1.0,4.0,3.0
203.0,Phone,1339.0,0.0,0.0,4565.0,156.0,8.0
203.0,Tablet,381.0,5.0,0.0,91.0,6233.0,21.0
203.0,Paper,252.0,1.0,0.0,26.0,41.0,5525.0
204.0,Standing,5039.0,2.0,0.0,88.0,46.0,23.0
204.0,Sitting,55.0,7702.0,37.0,0.0,14.0,0.0
204.0,Pointing,5.0,84.0,4036.0,0.0,1.0,3.0
204.0,Phone,457.0,0.0,0.0,4479.0,166.0,3.0
204.0,Tablet,528.0,1.0,0.0,39.0,4463.0,12.0
204.0,Paper,99.0,0.0,0.0,18.0,20.0,4593.0
205.0,Standing,5368.0,1.0,2.0,31.0,100.0,50.0
205.0,Sitting,44.0,8762.0,106.0,0.0,5.0,2.0
205.0,Pointing,12.0,174.0,4081.0,0.0,0.0,1.0
205.0,Phone,601.0,0.0,2.0,4540.0,106.0,439.0
205.0,Tablet,98.0,1.0,0.0,589.0,4959.0,21.0
205.0,Paper,136.0,2.0,1.0,42.0,25.0,6255.0
206.0,Standing,5842.0,7.0,1.0,20.0,38.0,21.0
206.0,Sitting,60.0,8984.0,112.0,2.0,4.0,1.0
206.0,Pointing,6.0,125.0,3559.0,0.0,0.0,0.0
206.0,Phone,663.0,0.0,0.0,4305.0,369.0,277.0
206.0,Tablet,479.0,5.0,0.0,752.0,4468.0,20.0
206.0,Paper,122.0,6.0,1.0,109.0,36.0,5262.0
207.0,Standing,6145.0,3.0,0.0,30.0,33.0,32.0
207.0,Sitting,50.0,8908.0,39.0,0.0,3.0,0.0
207.0,Pointing,0.0,175.0,3201.0,0.0,0.0,0.0
207.0,Phone,1358.0,0.0,0.0,4074.0,73.0,399.0
207.0,Tablet,368.0,3.0,0.0,818.0,5352.0,15.0
207.0,Paper,283.0,1.0,0.0,218.0,77.0,5197.0
208.0,Standing,4626.0,1.0,0.0,34.0,60.0,22.0
208.0,Sitting,66.0,7706.0,67.0,0.0,12.0,0.0
208.0,Pointing,0.0,103.0,3692.0,0.0,0.0,0.0
208.0,Phone,437.0,0.0,0.0,3912.0,55.0,537.0
208.0,Tablet,145.0,1.0,0.0,466.0,4241.0,15.0
208.0,Paper,92.0,0.0,0.0,21.0,103.0,4445.0
209.0,Standing,4982.0,1.0,0.0,58.0,39.0,32.0
209.0,Sitting,51.0,7946.0,45.0,1.0,3.0,1.0
209.0,Pointing,5.0,95.0,3541.0,0.0,0.0,5.0
209.0,Phone,435.0,0.0,0.0,3880.0,257.0,475.0
209.0,Tablet,303.0,3.0,0.0,513.0,4357.0,18.0
209.0,Paper,112.0,0.0,0.0,37.0,20.0,4642.0
210.0,Standing,7828.0,7.0,0.0,126.0,89.0,51.0
210.0,Sitting,46.0,9897.0,808.0,0.0,16.0,8.0
210.0,Pointing,451.0,165.0,4024.0,2.0,9.0,6.0
210.0,Phone,1916.0,0.0,0.0,4304.0,185.0,82.0
210.0,Tablet,475.0,3.0,0.0,1458.0,5680.0,187.0
210.0,Paper,116.0,5.0,0.0,31.0,30.0,7304.0
211.0,Standing,7427.0,8.0,4.0,79.0,86.0,42.0
211.0,Sitting,48.0,10197.0,553.0,1.0,18.0,1.0
211.0,Pointing,521.0,197.0,3573.0,0.0,27.0,5.0
211.0,Phone,2458.0,13.0,0.0,3219.0,175.0,458.0
211.0,Tablet,189.0,284.0,0.0,371.0,6602.0,182.0
211.0,Paper,134.0,30.0,0.0,18.0,16.0,7219.0
212.0,Standing,7818.0,11.0,0.0,67.0,83.0,36.0
212.0,Sitting,53.0,10303.0,640.0,1.0,13.0,4.0
212.0,Pointing,536.0,252.0,3367.0,0.0,11.0,8.0
212.0,Phone,2939.0,2.0,0.0,2848.0,132.0,508.0
212.0,Tablet,594.0,274.0,0.0,579.0,5885.0,622.0
212.0,Paper,119.0,9.0,0.0,20.0,9.0,7410.0
213.0,Standing,6246.0,17.0,1.0,118.0,75.0,58.0
213.0,Sitting,50.0,9274.0,523.0,2.0,9.0,7.0
213.0,Pointing,532.0,176.0,3856.0,1.0,19.0,9.0
213.0,Phone,2340.0,3.0,0.0,2528.0,53.0,542.0
213.0,Tablet,674.0,9.0,2.0,1052.0,4325.0,204.0
213.0,Paper,75.0,3.0,4.0,47.0,4.0,6319.0
214.0,Standing,6622.0,4.0,0.0,85.0,77.0,41.0
214.0,Sitting,56.0,9528.0,100.0,1.0,12.0,5.0
214.0,Pointing,21.0,217.0,4009.0,0.0,26.0,6.0
214.0,Phone,1597.0,0.0,0.0,3714.0,23.0,422.0
214.0,Tablet,103.0,11.0,0.0,1399.0,5260.0,325.0
214.0,Paper,133.0,18.0,0.0,11.0,6.0,6524.0
215.0,Standing,7051.0,7.0,1.0,77.0,37.0,33.0
215.0,Sitting,53.0,9503.0,373.0,5.0,5.0,7.0
215.0,Pointing,13.0,128.0,3526.0,1.0,25.0,8.0
215.0,Phone,1086.0,2.0,0.0,3847.0,89.0,658.0
215.0,Tablet,299.0,8.0,0.0,505.0,6189.0,153.0
215.0,Paper,115.0,10.0,0.0,32.0,14.0,5596.0
216.0,Standing,7588.0,23.0,3.0,65.0,118.0,20.0
216.0,Sitting,54.0,9721.0,935.0,1.0,8.0,0.0
216.0,Pointing,526.0,180.0,4405.0,1.0,20.0,2.0
216.0,Phone,3012.0,4.0,1.0,3141.0,207.0,62.0
216.0,Tablet,243.0,5.0,2.0,645.0,6814.0,129.0
216.0,Paper,479.0,38.0,4.0,143.0,51.0,6866.0
217.0,Standing,8020.0,6.0,0.0,34.0,106.0,20.0
217.0,Sitting,125.0,10166.0,609.0,2.0,12.0,1.0
217.0,Pointing,521.0,216.0,4227.0,1.0,17.0,3.0
217.0,Phone,3015.0,0.0,0.0,3209.0,268.0,41.0
217.0,Tablet,1153.0,3.0,0.0,303.0,6567.0,138.0
217.0,Paper,1673.0,22.0,15.0,454.0,48.0,5519.0
218.0,Standing,6492.0,7.0,0.0,74.0,75.0,38.0
218.0,Sitting,76.0,8934.0,739.0,2.0,11.0,4.0
218.0,Pointing,518.0,112.0,4740.0,1.0,26.0,7.0
218.0,Phone,2723.0,0.0,0.0,2643.0,135.0,69.0
218.0,Tablet,1620.0,6.0,0.0,401.0,4302.0,147.0
218.0,Paper,1092.0,4.0,0.0,407.0,15.0,5098.0
219.0,Standing,6830.0,5.0,0.0,54.0,87.0,24.0
219.0,Sitting,65.0,9402.0,121.0,0.0,14.0,1.0
219.0,Pointing,18.0,194.0,4847.0,0.0,28.0,3.0
219.0,Phone,2023.0,0.0,0.0,3577.0,230.0,30.0
219.0,Tablet,178.0,1.0,0.0,959.0,6026.0,144.0
219.0,Paper,830.0,24.0,0.0,48.0,18.0,5936.0
220.0,Standing,7249.0,7.0,0.0,62.0,40.0,19.0
220.0,Sitting,64.0,9284.0,482.0,5.0,5.0,7.0
220.0,Pointing,15.0,88.0,4401.0,1.0,1.0,6.0
220.0,Phone,1549.0,0.0,0.0,3937.0,271.0,29.0
220.0,Tablet,975.0,3.0,0.0,396.0,5874.0,116.0
220.0,Paper,350.0,8.0,0.0,226.0,49.0,5298.0
221.0,Standing,7562.0,8.0,2.0,28.0,107.0,24.0
221.0,Sitting,82.0,10047.0,814.0,2.0,10.0,3.0
221.0,Pointing,547.0,184.0,3894.0,0.0,24.0,2.0
221.0,Phone,3537.0,22.0,0.0,2447.0,185.0,178.0
221.0,Tablet,325.0,153.0,6.0,354.0,7008.0,143.0
221.0,Paper,526.0,665.0,30.0,111.0,21.0,6309.0
222.0,Standing,6053.0,6.0,3.0,55.0,81.0,33.0
222.0,Sitting,142.0,8849.0,808.0,0.0,10.0,0.0
222.0,Pointing,543.0,155.0,4345.0,0.0,24.0,3.0
222.0,Phone,2629.0,0.0,0.0,2407.0,157.0,213.0
222.0,Tablet,374.0,0.0,0.0,365.0,5413.0,149.0
222.0,Paper,454.0,3.0,5.0,136.0,18.0,5931.0
223.0,Standing,6385.0,7.0,0.0,41.0,84.0,28.0
223.0,Sitting,70.0,9391.0,175.0,0.0,8.0,2.0
223.0,Pointing,35.0,229.0,4461.0,0.0,27.0,4.0
223.0,Phone,2910.0,2.0,2.0,2591.0,42.0,149.0
223.0,Tablet,133.0,3.0,0.0,574.0,6289.0,134.0
223.0,Paper,338.0,556.0,5.0,73.0,10.0,5805.0
224.0,Standing,6813.0,10.0,3.0,36.0,32.0,28.0
224.0,Sitting,64.0,9376.0,441.0,2.0,5.0,2.0
224.0,Pointing,14.0,168.0,3977.0,8.0,7.0,4.0
224.0,Phone,2026.0,5.0,2.0,3049.0,102.0,438.0
224.0,Tablet,514.0,4.0,0.0,866.0,5668.0,137.0
224.0,Paper,428.0,280.0,64.0,161.0,32.0,4897.0
225.0,Standing,6422.0,4.0,2.0,49.0,90.0,33.0
225.0,Sitting,107.0,9043.0,840.0,1.0,7.0,7.0
225.0,Pointing,531.0,136.0,4236.0,0.0,9.0,9.0
225.0,Phone,2319.0,3.0,0.0,2815.0,102.0,273.0
225.0,Tablet,1586.0,26.0,0.0,554.0,4270.0,191.0
225.0,Paper,1375.0,9.0,2.0,57.0,20.0,5234.0
226.0,Standing,6765.0,1.0,0.0,32.0,89.0,27.0
226.0,Sitting,60.0,9576.0,188.0,2.0,15.0,1.0
226.0,Pointing,39.0,241.0,4311.0,0.0,12.0,4.0
226.0,Phone,2693.0,1.0,0.0,2905.0,39.0,164.0
226.0,Tablet,301.0,2.0,0.0,1084.0,5912.0,160.0
226.0,Paper,891.0,631.0,0.0,56.0,16.0,5343.0
227.0,Standing,7150.0,5.0,0.0,40.0,66.0,30.0
227.0,Sitting,65.0,9444.0,567.0,1.0,3.0,6.0
227.0,Pointing,21.0,174.0,3824.0,0.0,2.0,8.0
227.0,Phone,1719.0,1.0,0.0,3344.0,132.0,532.0
227.0,Tablet,1116.0,1.0,0.0,250.0,6001.0,147.0
227.0,Paper,354.0,289.0,0.0,200.0,68.0,5101.0
228.0,Standing,5254.0,0.0,0.0,69.0,53.0,38.0
228.0,Sitting,49.0,8500.0,125.0,2.0,12.0,5.0
228.0,Pointing,57.0,199.0,4752.0,0.0,9.0,9.0
228.0,Phone,1193.0,0.0,0.0,3450.0,29.0,167.0
228.0,Tablet,125.0,1.0,0.0,1030.0,4456.0,159.0
228.0,Paper,689.0,3.0,16.0,38.0,7.0,5069.0
229.0,Standing,5649.0,7.0,0.0,74.0,25.0,36.0
229.0,Sitting,89.0,8397.0,429.0,2.0,12.0,8.0
229.0,Pointing,15.0,90.0,4326.0,0.0,9.0,8.0
229.0,Phone,974.0,4.0,0.0,3337.0,124.0,326.0
229.0,Tablet,1701.0,2.0,0.0,445.0,3538.0,141.0
229.0,Paper,227.0,9.0,0.0,111.0,29.0,4521.0
230.0,Standing,5983.0,8.0,0.0,50.0,36.0,28.0
230.0,Sitting,57.0,8532.0,176.0,2.0,5.0,2.0
230.0,Pointing,14.0,144.0,3943.0,0.0,26.0,7.0
230.0,Phone,1560.0,0.0,0.0,2884.0,57.0,554.0
230.0,Tablet,307.0,1.0,0.0,220.0,5982.0,149.0
230.0,Paper,258.0,5.0,2.0,58.0,20.0,4794.0
231.0,Standing,7718.0,19.0,2.0,83.0,100.0,52.0
231.0,Sitting,49.0,10426.0,454.0,0.0,5.0,1.0
231.0,Pointing,473.0,193.0,3610.0,1.0,4.0,3.0
231.0,Phone,1694.0,5.0,0.0,4667.0,222.0,117.0
231.0,Tablet,134.0,5.0,1.0,351.0,6886.0,184.0
231.0,Paper,115.0,8.0,0.0,154.0,25.0,7384.0
232.0,Standing,7774.0,24.0,0.0,226.0,87.0,232.0
232.0,Sitting,34.0,10414.0,667.0,1.0,8.0,7.0
232.0,Pointing,516.0,217.0,3382.0,0.0,14.0,6.0
232.0,Phone,1868.0,0.0,0.0,4452.0,237.0,254.0
232.0,Tablet,658.0,7.0,0.0,557.0,6300.0,365.0
232.0,Paper,105.0,7.0,0.0,50.0,8.0,7666.0
233.0,Standing,6193.0,11.0,0.0,224.0,93.0,322.0
233.0,Sitting,26.0,9386.0,547.0,0.0,18.0,5.0
233.0,Pointing,498.0,178.0,3866.0,2.0,0.0,10.0
233.0,Phone,1256.0,0.0,0.0,4189.0,232.0,171.0
233.0,Tablet,674.0,5.0,0.0,764.0,4393.0,363.0
233.0,Paper,80.0,5.0,0.0,192.0,12.0,6432.0
234.0,Standing,6880.0,4.0,0.0,108.0,76.0,89.0
234.0,Sitting,49.0,9643.0,118.0,0.0,9.0,0.0
234.0,Pointing,15.0,169.0,4030.0,1.0,20.0,5.0
234.0,Phone,1221.0,1.0,0.0,4736.0,81.0,99.0
234.0,Tablet,108.0,3.0,0.0,379.0,6381.0,160.0
234.0,Paper,103.0,4.0,0.0,29.0,4.0,6821.0
235.0,Standing,7335.0,7.0,1.0,124.0,30.0,37.0
235.0,Sitting,40.0,9544.0,455.0,7.0,3.0,14.0
235.0,Pointing,13.0,97.0,3514.0,1.0,32.0,5.0
235.0,Phone,971.0,0.0,0.0,4774.0,234.0,85.0
235.0,Tablet,204.0,1.0,0.0,431.0,6311.0,140.0
235.0,Paper,90.0,5.0,0.0,140.0,9.0,5792.0
236.0,Standing,7637.0,15.0,3.0,56.0,84.0,93.0
236.0,Sitting,64.0,10681.0,423.0,0.0,5.0,1.0
236.0,Pointing,501.0,221.0,3055.0,0.0,16.0,8.0
236.0,Phone,2894.0,11.0,41.0,3088.0,343.0,270.0
236.0,Tablet,360.0,23.0,0.0,222.0,6790.0,317.0
236.0,Paper,121.0,81.0,4.0,34.0,20.0,7507.0
237.0,Standing,6101.0,6.0,2.0,90.0,75.0,114.0
237.0,Sitting,80.0,9398.0,538.0,0.0,6.0,3.0
237.0,Pointing,545.0,148.0,3499.0,1.0,22.0,5.0
237.0,Phone,1934.0,0.0,1.0,3114.0,191.0,444.0
237.0,Tablet,169.0,0.0,1.0,461.0,5206.0,187.0
237.0,Paper,68.0,5.0,0.0,68.0,11.0,6500.0
238.0,Standing,6448.0,6.0,1.0,87.0,60.0,100.0
238.0,Sitting,54.0,9740.0,63.0,0.0,4.0,1.0
238.0,Pointing,22.0,250.0,3620.0,0.0,10.0,4.0
238.0,Phone,1966.0,2.0,1.0,3719.0,17.0,269.0
238.0,Tablet,250.0,17.0,0.0,584.0,5834.0,171.0
238.0,Paper,131.0,269.0,0.0,32.0,3.0,6457.0
239.0,Standing,6901.0,9.0,0.0,75.0,45.0,49.0
239.0,Sitting,44.0,9794.0,257.0,7.0,3.0,1.0
239.0,Pointing,8.0,186.0,3126.0,0.0,5.0,3.0
239.0,Phone,1202.0,1.0,0.0,3961.0,122.0,614.0
239.0,Tablet,196.0,10.0,0.0,736.0,5790.0,180.0
239.0,Paper,128.0,0.0,1.0,100.0,15.0,5723.0
240.0,Standing,6005.0,26.0,8.0,174.0,86.0,458.0
240.0,Sitting,27.0,9806.0,372.0,1.0,7.0,8.0
240.0,Pointing,518.0,167.0,3360.0,0.0,17.0,9.0
240.0,Phone,1881.0,13.0,0.0,2520.0,313.0,1063.0
240.0,Tablet,289.0,23.0,0.0,236.0,5108.0,694.0
240.0,Paper,60.0,8.0,0.0,59.0,10.0,6665.0
241.0,Standing,6780.0,3.0,0.0,90.0,81.0,117.0
241.0,Sitting,47.0,9832.0,171.0,0.0,6.0,2.0
241.0,Pointing,21.0,205.0,3514.0,0.0,11.0,6.0
241.0,Phone,1670.0,2.0,0.0,4178.0,23.0,207.0
241.0,Tablet,139.0,8.0,0.0,1052.0,5420.0,563.0
241.0,Paper,131.0,26.0,0.0,15.0,0.0,6870.0
242.0,Standing,7245.0,7.0,0.0,93.0,38.0,65.0
242.0,Sitting,46.0,9931.0,304.0,15.0,1.0,5.0
242.0,Pointing,16.0,189.0,2964.0,1.0,1.0,8.0
242.0,Phone,1075.0,0.0,0.0,4187.0,127.0,617.0
242.0,Tablet,243.0,6.0,0.0,486.0,6326.0,177.0
242.0,Paper,124.0,15.0,0.0,238.0,12.0,5728.0
243.0,Standing,5194.0,4.0,0.0,161.0,64.0,148.0
243.0,Sitting,40.0,8770.0,90.0,0.0,6.0,3.0
243.0,Pointing,54.0,151.0,3954.0,1.0,6.0,10.0
243.0,Phone,484.0,0.0,0.0,4206.0,26.0,401.0
243.0,Tablet,77.0,2.0,0.0,1157.0,4049.0,209.0
243.0,Paper,53.0,1.0,0.0,1.0,2.0,5870.0
244.0,Standing,5745.0,11.0,0.0,127.0,17.0,48.0
244.0,Sitting,37.0,8889.0,195.0,4.0,11.0,17.0
244.0,Pointing,14.0,98.0,3473.0,1.0,1.0,11.0
244.0,Phone,424.0,2.0,0.0,3821.0,351.0,445.0
244.0,Tablet,408.0,2.0,0.0,351.0,4638.0,151.0
244.0,Paper,46.0,3.0,0.0,34.0,11.0,4908.0
245.0,Standing,6073.0,1.0,0.0,93.0,18.0,77.0
245.0,Sitting,43.0,8792.0,152.0,0.0,2.0,1.0
245.0,Pointing,14.0,128.0,3110.0,0.0,26.0,6.0
245.0,Phone,826.0,2.0,0.0,3794.0,59.0,652.0
245.0,Tablet,173.0,0.0,0.0,250.0,5713.0,246.0
245.0,Paper,126.0,2.0,0.0,21.0,9.0,5084.0
246.0,Standing,7879.0,8.0,1.0,46.0,92.0,33.0
246.0,Sitting,54.0,10063.0,944.0,5.0,9.0,0.0
246.0,Pointing,506.0,156.0,3943.0,2.0,3.0,2.0
246.0,Phone,2144.0,0.0,1.0,4018.0,521.0,67.0
246.0,Tablet,121.0,7.0,0.0,266.0,7390.0,138.0
246.0,Paper,404.0,13.0,18.0,236.0,38.0,7222.0
247.0,Standing,6306.0,12.0,4.0,117.0,88.0,32.0
247.0,Sitting,66.0,9083.0,762.0,0.0,11.0,4.0
247.0,Pointing,503.0,110.0,4389.0,1.0,27.0,1.0
247.0,Phone,2174.0,5.0,0.0,3277.0,274.0,58.0
247.0,Tablet,135.0,3.0,0.0,447.0,5496.0,153.0
247.0,Paper,258.0,10.0,4.0,146.0,21.0,6377.0
248.0,Standing,6704.0,6.0,0.0,54.0,70.0,39.0
248.0,Sitting,64.0,9617.0,71.0,0.0,10.0,1.0
248.0,Pointing,15.0,258.0,4423.0,1.0,19.0,1.0
248.0,Phone,1914.0,0.0,0.0,3996.0,125.0,43.0
248.0,Tablet,120.0,2.0,0.0,264.0,6538.0,142.0
248.0,Paper,205.0,12.0,6.0,63.0,12.0,6758.0
249.0,Standing,7134.0,16.0,1.0,49.0,36.0,14.0
249.0,Sitting,57.0,9717.0,225.0,1.0,6.0,1.0
249.0,Pointing,8.0,126.0,3985.0,1.0,18.0,1.0
249.0,Phone,1637.0,0.0,0.0,4029.0,261.0,77.0
249.0,Tablet,336.0,3.0,0.0,568.0,6083.0,132.0
249.0,Paper,340.0,6.0,0.0,171.0,38.0,5576.0
250.0,Standing,6521.0,26.0,1.0,202.0,97.0,81.0
250.0,Sitting,40.0,9507.0,564.0,0.0,7.0,4.0
250.0,Pointing,479.0,137.0,4252.0,1.0,6.0,7.0
250.0,Phone,1782.0,70.0,0.0,3375.0,608.0,59.0
250.0,Tablet,287.0,105.0,1.0,88.0,5915.0,164.0
250.0,Paper,499.0,16.0,32.0,273.0,28.0,6118.0
251.0,Standing,7085.0,2.0,0.0,30.0,90.0,35.0
251.0,Sitting,63.0,9533.0,350.0,0.0,12.0,1.0
251.0,Pointing,27.0,174.0,4353.0,2.0,9.0,3.0
251.0,Phone,1857.0,0.0,0.0,4033.0,254.0,40.0
251.0,Tablet,192.0,0.0,0.0,386.0,6669.0,145.0
251.0,Paper,374.0,8.0,0.0,95.0,22.0,6707.0
252.0,Standing,7505.0,9.0,0.0,41.0,39.0,25.0
252.0,Sitting,66.0,9607.0,518.0,6.0,4.0,2.0
252.0,Pointing,17.0,132.0,3831.0,1.0,1.0,8.0
252.0,Phone,1976.0,0.0,0.0,3771.0,318.0,45.0
252.0,Tablet,763.0,3.0,0.0,244.0,6302.0,136.0
252.0,Paper,395.0,5.0,0.0,203.0,16.0,5662.0
253.0,Standing,5517.0,6.0,0.0,98.0,79.0,42.0
253.0,Sitting,54.0,8676.0,63.0,1.0,12.0,4.0
253.0,Pointing,17.0,130.0,4832.0,0.0,1.0,7.0
253.0,Phone,1119.0,0.0,0.0,3927.0,104.0,71.0
253.0,Tablet,190.0,0.0,0.0,876.0,4489.0,149.0
253.0,Paper,163.0,0.0,0.0,35.0,8.0,5885.0
254.0,Standing,5946.0,17.0,0.0,99.0,24.0,33.0
254.0,Sitting,66.0,8601.0,367.0,3.0,9.0,8.0
254.0,Pointing,12.0,78.0,4310.0,2.0,0.0,7.0
254.0,Phone,1232.0,0.0,0.0,3590.0,270.0,55.0
254.0,Tablet,1266.0,7.0,0.0,314.0,4028.0,145.0
254.0,Paper,356.0,6.0,0.0,172.0,17.0,4615.0
255.0,Standing,6297.0,1.0,0.0,62.0,35.0,38.0
255.0,Sitting,61.0,8749.0,67.0,0.0,14.0,0.0
255.0,Pointing,14.0,115.0,3953.0,1.0,8.0,4.0
255.0,Phone,1450.0,0.0,0.0,3737.0,190.0,60.0
255.0,Tablet,285.0,1.0,0.0,95.0,6073.0,138.0
255.0,Paper,238.0,1.0,0.0,38.0,26.0,5103.0
256.0,Standing,6248.0,7.0,2.0,48.0,84.0,84.0
256.0,Sitting,73.0,9623.0,454.0,0.0,11.0,4.0
256.0,Pointing,535.0,171.0,3821.0,0.0,16.0,5.0
256.0,Phone,1893.0,14.0,2.0,3167.0,429.0,225.0
256.0,Tablet,175.0,6.0,0.0,284.0,5759.0,161.0
256.0,Paper,213.0,8.0,2.0,154.0,32.0,6488.0
257.0,Standing,6647.0,2.0,0.0,32.0,65.0,41.0
257.0,Sitting,62.0,9865.0,66.0,0.0,7.0,2.0
257.0,Pointing,33.0,287.0,3894.0,0.0,16.0,4.0
257.0,Phone,2203.0,2.0,3.0,3591.0,38.0,183.0
257.0,Tablet,176.0,12.0,4.0,790.0,6053.0,182.0
257.0,Paper,269.0,568.0,27.0,136.0,4.0,6133.0
258.0,Standing,7055.0,5.0,0.0,20.0,48.0,36.0
258.0,Sitting,55.0,9821.0,364.0,1.0,3.0,2.0
258.0,Pointing,24.0,162.0,3464.0,0.0,3.0,3.0
258.0,Phone,1918.0,3.0,0.0,3518.0,196.0,311.0
258.0,Tablet,444.0,11.0,0.0,824.0,5841.0,153.0
258.0,Paper,297.0,189.0,6.0,404.0,27.0,5289.0
259.0,Standing,5129.0,3.0,1.0,51.0,56.0,47.0
259.0,Sitting,62.0,8646.0,131.0,0.0,11.0,3.0
259.0,Pointing,46.0,203.0,4387.0,1.0,10.0,6.0
259.0,Phone,1081.0,1.0,1.0,3469.0,78.0,427.0
259.0,Tablet,94.0,1.0,1.0,463.0,4801.0,169.0
259.0,Paper,164.0,1.0,1.0,30.0,9.0,5817.0
260.0,Standing,5518.0,10.0,1.0,71.0,27.0,37.0
260.0,Sitting,59.0,8685.0,337.0,2.0,11.0,3.0
260.0,Pointing,9.0,96.0,3953.0,2.0,11.0,4.0
260.0,Phone,876.0,0.0,0.0,3518.0,239.0,350.0
260.0,Tablet,480.0,10.0,0.0,704.0,4236.0,155.0
260.0,Paper,196.0,7.0,0.0,132.0,25.0,4737.0
261.0,Standing,5864.0,2.0,0.0,46.0,14.0,52.0
261.0,Sitting,58.0,8798.0,69.0,0.0,8.0,1.0
261.0,Pointing,18.0,158.0,3582.0,0.0,1.0,2.0
261.0,Phone,1509.0,1.0,1.0,3133.0,32.0,597.0
261.0,Tablet,184.0,4.0,0.0,414.0,5641.0,174.0
261.0,Paper,212.0,9.0,1.0,262.0,20.0,4833.0
262.0,Standing,5435.0,3.0,0.0,79.0,58.0,81.0
262.0,Sitting,52.0,8918.0,67.0,1.0,6.0,5.0
262.0,Pointing,30.0,228.0,4234.0,1.0,2.0,9.0
262.0,Phone,1127.0,0.0,0.0,3718.0,27.0,291.0
262.0,Tablet,132.0,5.0,0.0,869.0,4668.0,181.0
262.0,Paper,189.0,0.0,0.0,11.0,6.0,5966.0
263.0,Standing,5874.0,6.0,1.0,92.0,16.0,44.0
263.0,Sitting,53.0,8812.0,410.0,4.0,3.0,11.0
263.0,Pointing,11.0,103.0,3793.0,1.0,10.0,8.0
263.0,Phone,1174.0,0.0,0.0,3055.0,286.0,574.0
263.0,Tablet,1393.0,2.0,0.0,345.0,4010.0,161.0
263.0,Paper,336.0,11.0,1.0,204.0,14.0,4681.0
264.0,Standing,6248.0,1.0,0.0,41.0,14.0,43.0
264.0,Sitting,66.0,8975.0,86.0,0.0,3.0,0.0
264.0,Pointing,19.0,173.0,3416.0,0.0,0.0,4.0
264.0,Phone,1627.0,0.0,0.0,3054.0,64.0,634.0
264.0,Tablet,373.0,1.0,0.0,253.0,5889.0,227.0
264.0,Paper,268.0,13.0,0.0,26.0,20.0,5160.0
265.0,Standing,4700.0,2.0,0.0,87.0,17.0,41.0
265.0,Sitting,56.0,7827.0,87.0,0.0,4.0,7.0
265.0,Pointing,9.0,95.0,3916.0,0.0,1.0,10.0
265.0,Phone,658.0,0.0,0.0,3348.0,74.0,336.0
265.0,Tablet,249.0,0.0,0.0,264.0,4383.0,159.0
265.0,Paper,147.0,0.0,0.0,9.0,10.0,4206.0
266.0,Standing,7614.0,5.0,5.0,119.0,99.0,43.0
266.0,Sitting,44.0,10039.0,643.0,1.0,8.0,3.0
266.0,Pointing,508.0,178.0,3764.0,1.0,26.0,2.0
266.0,Phone,1757.0,6.0,0.0,4371.0,171.0,119.0
266.0,Tablet,208.0,7.0,1.0,232.0,7083.0,156.0
266.0,Paper,158.0,19.0,0.0,94.0,14.0,7175.0
267.0,Standing,7901.0,22.0,3.0,174.0,119.0,35.0
267.0,Sitting,32.0,10178.0,699.0,8.0,11.0,6.0
267.0,Pointing,322.0,229.0,3761.0,0.0,13.0,5.0
267.0,Phone,1606.0,1.0,0.0,4648.0,206.0,69.0
267.0,Tablet,290.0,16.0,0.0,1431.0,6055.0,221.0
267.0,Paper,150.0,15.0,2.0,131.0,31.0,7281.0
268.0,Standing,6329.0,14.0,0.0,265.0,98.0,48.0
268.0,Sitting,28.0,9142.0,598.0,4.0,8.0,5.0
268.0,Pointing,429.0,134.0,4160.0,5.0,14.0,7.0
268.0,Phone,716.0,0.0,0.0,4645.0,109.0,97.0
268.0,Tablet,388.0,5.0,1.0,1723.0,4011.0,197.0
268.0,Paper,79.0,7.0,0.0,250.0,4.0,6155.0
269.0,Standing,6817.0,6.0,0.0,113.0,98.0,34.0
269.0,Sitting,40.0,9417.0,154.0,0.0,9.0,2.0
269.0,Pointing,15.0,214.0,4173.0,0.0,27.0,6.0
269.0,Phone,1059.0,0.0,0.0,4650.0,102.0,46.0
269.0,Tablet,94.0,7.0,0.0,1043.0,5851.0,162.0
269.0,Paper,121.0,16.0,0.0,23.0,9.0,6566.0
270.0,Standing,7221.0,20.0,0.0,118.0,69.0,17.0
270.0,Sitting,38.0,9412.0,388.0,7.0,10.0,11.0
270.0,Pointing,13.0,108.0,3721.0,0.0,10.0,5.0
270.0,Phone,794.0,0.0,0.0,4787.0,146.0,56.0
270.0,Tablet,182.0,4.0,0.0,227.0,6680.0,120.0
270.0,Paper,98.0,6.0,0.0,276.0,32.0,5398.0
271.0,Standing,7550.0,7.0,0.0,103.0,104.0,35.0
271.0,Sitting,37.0,10356.0,567.0,2.0,14.0,1.0
271.0,Pointing,526.0,273.0,3173.0,1.0,20.0,3.0
271.0,Phone,2596.0,3.0,0.0,3355.0,114.0,298.0
271.0,Tablet,220.0,54.0,2.0,568.0,6771.0,223.0
271.0,Paper,195.0,309.0,1.0,16.0,7.0,7013.0
272.0,Standing,6063.0,8.0,1.0,89.0,87.0,51.0
272.0,Sitting,52.0,9394.0,369.0,3.0,6.0,4.0
